unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B000HCL1OA:pretty_dress:crystal_ryan,B000HCL1OA,"CLASSIC A LINE DRESS for Bridesmaid Formal Prom Wedding, for Juniors and Juniors Plus Size: Apparel",apparel,,5.0,Pretty dress,"April 23, 2007",Crystal Ryan,"Ramstein AB, GE",This dress is high quality material and is very comfortable to wear.  The top part of the dress has to be altered but the waist fits fine.  I agree with another reviewer that this dress runs a little big.  It even came with optional straps and wrap.  Definatly a great bargain
B000HCL1OA:beautiful:roxy_knoxy,B000HCL1OA,"CLASSIC A LINE DRESS for Bridesmaid Formal Prom Wedding, for Juniors and Juniors Plus Size: Apparel",apparel,,5.0,Beautiful,"April 15, 2007",Roxy Knoxy,"Knoxville, TN","The color was vibrant and shining.  The dress was gorgeous and just looked like good quality.  Another seller called PacificPlex sells this same dress called a 50's satin strapless dress, but I prefer this one by the seller GoJane.  It costs a few more dollars, but it's worth it.  Go with GoJane for better quality dress"
B000HCL1OA:absolutely_wonderful!:stephanie_e._stensland,B000HCL1OA,"CLASSIC A LINE DRESS for Bridesmaid Formal Prom Wedding, for Juniors and Juniors Plus Size: Apparel",apparel,,5.0,Absolutely wonderful!,"April 8, 2007",Stephanie E. Stensland,,"I ordered 5 of these dresses for my bridesmaids. Two of them were too big for the girls so I sent them in for smaller sizes. Not only was the exchange free, but the new dresses arrived within a couple of days! Now, all of my bridesmaids have dresses that fit perfectly and look beautiful! I would definitely order from GoJane again"
B000HCL1OA:great_find!!:r._neibaur,B000HCL1OA,"CLASSIC A LINE DRESS for Bridesmaid Formal Prom Wedding, for Juniors and Juniors Plus Size: Apparel",apparel,1 of 1,5.0,GREAT FIND!!,"March 18, 2007",R. Neibaur,"Boise, ID",I purchased 3 of these dresses for my bridesmaids.  The dresses showed up in less than a week.  The color matched what it showed online and same with the sizing.  This was truely a FABULOUS find
"B000HCL1OA:bridesmaids_formal_dress:chelsea_quinn_""cquinn""",B000HCL1OA,"CLASSIC A LINE DRESS for Bridesmaid Formal Prom Wedding, for Juniors and Juniors Plus Size: Apparel",apparel,2 of 2,5.0,Bridesmaids Formal Dress,"March 10, 2007","Chelsea Quinn ""cquinn""",Florida,I purchased two of these dresses for my bridesmaids and I love them!  I didn't know what size to get so I just called them and they were very curtious and helped me determine which size I need to order.  The fabric is beautiful and will make my bridesmaids shine.  It comes with straps that someone can put on if you need.  This was cheap and beautiful for my bridesmaids. 
"B000HCL1OA:good_buy:j._jusjong_""amazon_shopper""",B000HCL1OA,"CLASSIC A LINE DRESS for Bridesmaid Formal Prom Wedding, for Juniors and Juniors Plus Size: Apparel",apparel,4 of 4,5.0,Good buy,"February 16, 2007","J. Jusjong ""Amazon Shopper""","San Francisco, CA United States","I bought this dress for my brides maid. It is plain, which is what I like. The fit was pretty good. I would say that is runs a little big in the sizes. 
I got the one they call champagne, but it is actually more a gold.
You can't beat the price"
B0009PDO0Y:just_perfect:georgianna,B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,,5.0,just perfect,"April 23, 2007",georgianna,indiana,"After looking and looking for the perfect prom dress for my daughter, I chanced on this one.  The minute I saw it I knew it would be perfect.  We were looking for something elegant and not too trendy.  She wanted to feel like Audrey Hepburn, not a fairy princess.  This dress fit the bill beautifully.  She looked stunning and said it was absolutely a dream to wear.  A quick word of praise and thanks for the people at Pacific Plex.  I ordered this dress on Monday night and had the dress in my hands 36 hours later.  We will definitely be ordering from this company again"
B0009PDO0Y:loved_it:t._lynn,B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,,4.0,Loved It,"April 11, 2007",T. Lynn,,"This dress was great.  I wore it to a wedding.  I even have a picture where I look like a movie star in it!  However, I was glad I read the review about the sizing - I am normally a medium and I had to get a large to fit me.  Thanks"
"B0009PDO0Y:stunning_dress_for_an_amazing_price!:k._krapf_""poorteacherlady""",B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,,5.0,Stunning dress for an amazing price!,"April 9, 2007","K. Krapf ""PoorTeacherLady""","Newark, Delaware","This dress is a BARGAIN. I'm chaperoning prom this year, and this is perfect!  Who would have thought one could get such a lovely dress for such a low price.  It is pure ELEGANCE. "
"B0009PDO0Y:great_quality,_low_price:j._simpson",B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,2 of 2,5.0,"Great quality, low price","March 30, 2007",J. Simpson,,"I ordered this black XL for a bridesmaid dress as well. At first I was concerned it may be too casual, but out of the package it looks quite elegant. The material feels like a good quality, not thin and cheap, and the broach doesn't look like a kiddy toy. I also had to double check measurements with the sizes because it didn't quite match up with my normal size. It definitely wears well without being clingy or riding up. Definitely pleased with the price for what I got"
"B0009PDO0Y:this_is_the_best_buy:w._foster_""frog2aprince""",B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,1 of 1,5.0,This is the best buy,"March 29, 2007","W. Foster ""frog2aprince""",Kansas,I ordered this dress in white for a summer wedding dress. I have to say that the picture doesn't due it justice. It fits perfectly and I am so pleased that I got it in only a few days. All I have to do is to have it pressed and its ready for my wedding. I will be telling everyone about this site and how pleased I was for what I got. We are on a tight budget for our wedding and this really saved us time and money!!!! (Just be sure and check your sizes.) I had to oreder a size bigger than I wear
B0009PDO0Y:beautiful_dress!___better_in_person!:billie_mcnamara,B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,1 of 1,5.0,BEAUTIFUL Dress!   Better in person!,"March 23, 2007",Billie Mcnamara,Southern Maine,"I bought two of these dresses in Icy Blue.  The color is JUST what I was looking for! These dresses are for my bridesmaids.  I have been searching everywhere for this color and all I could find were turquoise colors, not what I wanted!! But this dress is perfect!  Even better in person and fast shipping!"
"B0009PDO0Y:glamourous_dress:evelyn_luciano_""curly_top""",B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,1 of 1,5.0,Glamourous Dress,"March 21, 2007","Evelyn Luciano ""Curly Top""","Brooklyn, NY","I ordered this dress in black for my 15 year old daughter, and this dress definately is more gorgeous than you see on line.  One small problem is size, you can not order your correct size since this dress runs smaller.  My daughter is a size 16/18 and she needs a 3x.  The bust line has to be altered on the side and neck line.  I love this dress though.  I will be ordering this dress for my daughters Sweet 16 for 8 girls in Ice Blue.  I am just looking for a size chart.  You will love this dress also"
B0009PDO0Y:very_nice_dress:t._vines,B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,2 of 2,5.0,Very Nice Dress,"March 17, 2007",T. Vines,,I got 2 of this dress one in White and one in Pink I love them. Just be careful when getting a size I am a size 12/13 and had to order a 1x And that was a little snug on my bust line. I will buy from them again just ordered anther dress like this one. So just make sure you know your size when you order.
B0009PDO0Y:the_perfect_prom_dress:catycat,B0009PDO0Y,Satin Halter Dress Crystal Pin Prom Formal Prom Bridesmaid: Apparel,apparel,2 of 2,5.0,The Perfect Prom Dress,"March 16, 2007",CatyCat,"Woodstock, IL USA","I saw this dress while surfing the internet, and absolutely fell in love with it!  I ordered the red one for Prom this year (2007) and I got it 5 days later!  While all my other friends were running around looking in malls for their dresses, I found mine in a lot less time, and for a lot less money!  I will definitely look here first for any more formal dresses I will need!  Thanks so much!"
B000FCSVHW:good_for_the_money:bettye_boop,B000FCSVHW,Nine West Women's Gagan Pump: Apparel,apparel,,4.0,Good for the money,"February 21, 2007",Bettye Boop,"Joliet, IL",I purchased 2 pairs of these shoes - one black and I thought one brown.  The brown is actually a bronze color.  I was looking for a more chocolate color.  I kept the  bronzy colored shoes because I didn't have a pair this color.  Make sure this is not a color you would want.  The wear is very comfortable
B0002VG2U4:excellent_service:mel_west,B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,,5.0,Excellent Service,"February 10, 2007",Mel West,NC USA,I was VERY pleased with the product and the service.  My order arrived within 3 days of my placing my order and I didn't ask for any type of express shipping.  Bravo!
B0002VG2U4:great_clogs!:a._myatt,B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,,5.0,Great Clogs!,"January 10, 2007",A. Myatt,"Nashville, TN United States","I am so pleased with these shoes. I can't tell you how much.  Not only were they comfortable to wear, they were very affordable.  Shipping was quick and easy. "
B0002VG2U4:sally_m:sally_mendelson,B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,,5.0,Sally M,"January 9, 2007",Sally Mendelson,New Jersey,I paid over $100 for the same ones years ago. I recently bought these in 2 colors and LOVE 'em. Anyone thinking about buying it...go for it
"B0002VG2U4:great_deal!:ted_bare_""his_daughter""",B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,,4.0,great deal!,"December 29, 2006","Ted Bare ""his daughter""","OH, USA",I'm not one to splurge so I picked these shoes for the good price and got the standard shipping. I was so suprised when I got them only one day later! =D They look great and they are very comfortable. However they do leave scuff marks on the linoleum and hard wood floors and there is a bright white 'made in china' logo right inside the tongue. But no worries! For the price and quality I'm very happy with them
B0002VG2U4:very_comfortable_but__has_a_marking_sole:gothson,B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,,4.0,Very Comfortable But  Has a Marking Sole,"December 13, 2006",Gothson,South America,"I use these Betulas as a pair of slippers in the house, and they are really comfortable.  I've had them for about 6 months.  From what I gather, Birkenstock makes the cork supporting footbed which gives the support and comfort; Betula does the rest.

I rate them very highly for their comfort and looks, but unfortunately the soles tend to leave black marks on our tiled and laminated-wood floors when I shuffle my feet.  The marks are easily washed away, but it's disappointing that it doesn't have a non-marking sole.  Also the buckles on my pair have a silver coating that is now wearing off.

Great comfort at a great price, but it's not perfect"
"B0002VG2U4:birki's_black_suede_clog:sue_m._""birki_lover""",B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,1 of 1,5.0,Birki's Black Suede Clog,"March 19, 2006","Sue M. ""Birki Lover""","Philadelphia, PA USA","You can't go wrong with this shoe, especially if you are a tried and true Birki lover like me. The black suede looks really rich, and as always, the comfort is superb. "
B0002VG2U4:_birkenstock_rock_black_suede_clog_-_740303_size:_43:joseph_urban,B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog: Apparel,apparel,2 of 2,5.0, Birkenstock Rock Black Suede Clog - 740303 Size: 43,"January 30, 2006",Joseph Urban,," Fit well and looks as fine as its photos.  Also, was delivered in a timely fashion, standard shipping"
"B0007MCU22:very_comfortable:melvin_vasquez_""el_mel""",B0007MCU22,Clarks Men's Tracker Oxford: Apparel,apparel,1 of 1,5.0,Very comfortable,"March 23, 2006","Melvin Vasquez ""El Mel""","Maracaibo, Zulia VEN","These Clark's shoes are the most comfortable informal shoes I have ever had, they fit to my feet like gloves and look very nice, in fact I have two, one in oily brown and the other in black.."
B0007MCU22:durable_plus:v._shenk,B0007MCU22,Clarks Men's Tracker Oxford: Apparel,apparel,1 of 1,5.0,Durable Plus,"February 24, 2006",V. Shenk,,"These were a gift to my son who has difficulty finding comfortable shoes in large sizes. He finds these to be durable, comfortable,a good fit, and nice looking. Highly recommend Clark's Brand Shoes"
B000FBNYCU:gift_for_husband:ginger,B000FBNYCU,The Natural Jacket: Apparel,apparel,,4.0,gift for husband,"January 11, 2007",Ginger,IN,"my husband was very happy with this jacket, adn the price was great"
B000FBNYCU:good_casual_jacket:j._mahal,B000FBNYCU,The Natural Jacket: Apparel,apparel,1 of 1,4.0,Good casual jacket,"December 18, 2006",J. Mahal,,I ordered this for my dad he liked it but he didnt like the material in arm holes he wanted it to be the same as on the chest but over all for the price this is a nice jacket 
B000FBNYCU:comfortable_and_fits_for_any_ages:igor_faleev,B000FBNYCU,The Natural Jacket: Apparel,apparel,9 of 9,5.0,comfortable and fits for any ages,"September 29, 2006",Igor Faleev,,"my husband is very pleased with this jacket,lightweiht,high quality,
for every occasion.we have even ordered another jacket for our son.
S.Faleev"
B0002COCO6:great!:,B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,2 of 2,5.0,Great!,"September 5, 2006",,,"I am 12 and I love these. they are so comfortable. A lot of kids
in my P.E. class wear briefs, so i dont get made fun of.
I sleep in them and they dont irritate my skin like others do.
I used to wear boxers, but i switched over because i hated the wedgies. Im never going back. They are good for lounging and
if your gong through puberty, the ""restrains"" the errections,
which is ALWAYS a good thing"
B0002COCO6:what_you_would_expect_for_good_underware:stuart_m._teramoto,B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,2 of 2,5.0,What You Would Expect for Good Underware,"July 2, 2006",Stuart M. Teramoto,"Seattle, WA","These are good quality as the waistband has three lines of stitching to the body of the shorts rather than the more usual two.  The grey elastic waistband streaches to about 140% of its normal size and although it isn't as wide (tall) as the one found on men's shorts, it is thicker.  The leg openings are reinforced with double stitching.  Your little boy will out grow these before he wears them out"
B0002COCO6:helpfull:,B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,1 of 2,4.0,helpfull,"May 19, 2006",,,"I am 12 and I used to wear pull ups due to accidents. One day when I was at Walmart I had to go potty really bad. I went to the restroom and it was full. I realized I had to make the decision to use my pull up even though I wasnt supposed to. I pottyed in the pull up. I ran to the underwear department and grabed these hanes. I went to another bathroom, took off my pull up cleaned up and put the underwear on. To my amazement they were comfortable. Later that night my step dad came in to put me in my pull up. I surprised him by taking off my clothes and revealing my underwear. He was so proud of me and my decision. Problem with these is that sometimes I wet the bed and they show stains but I keep on wearing them. The briefs gave me the confedence to breakaway from the pull ups and be a real big boy"
"B0002COCO6:briefs!!!!!!!!!!!!!!!!_4ever:briefman_""bro""",B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,1 of 1,4.0,Briefs!!!!!!!!!!!!!!!! 4ever,"March 21, 2006","Briefman ""Bro""",Los Angeles CA USA,Briefs feel comfortable and they help support your penis during puberty(when boys need briefs the most)(when boys usually switch to boxers)The briefs support your scrotum and keeps airborne fungus and other contaminates out.Boys just don't understand why they need briefs. They need to be educated on boxers vs briefs. The only problem is these are white and wetspots(left over urine) will show
"B0002COCO6:good_briefs,_bad_time:",B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,1 of 2,5.0,"Good Briefs, Bad Time","January 31, 2006",,,"I'm 12 years old, and I wear Hanes briefs all the time, every day, and I've never worn anything else before except for a pair of boxers one time that I really hated. Well, I have a bad story to tell. The other day at school, me and my friend were changing in the lockeroom after PE. Well, while I had my pants off, I was only wearing a shirt and my tighty-whities, and while that was the only thing I was wearing, this other boy came up to me, grabbed the waistband of my underwear, and then gave me a super wedgie. What's good about it is that it didn't hurt because wedgies in briefs never hurt. If you wear boxers and you get a wedgie in them, it's gonna hurt bad. Seriously boys, you should try these Hanes white briefs out. They're great in all ways"
"B0002COCO6:beifs_are_cool!:boby_""breifs_4_eva""",B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,,4.0,beifs are cool!,"December 20, 2005","boby ""breifs 4 eva""",nz,i am 14 but i have a large penis i was wondering if these would stretch much i normaly wear breifs two sizes up and safety pin the band can you hel
B0002COCO6:nervous:,B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,2 of 2,5.0,Nervous,"December 5, 2005",,,"I once switched to boxers thinking that they are cool, and that people would make fun of me if I wore these in the school locker room.  Now that it's 3 years later, I want to switch back, but I am afraid that my brothers, and school-mates will make fun of me"
"B0002COCO6:my_briefs:ben_lesser_""ben""",B0002COCO6,Hanes - Boys 3-Pack White Cotton Briefs - B2249: Apparel,apparel,1 of 1,4.0,My briefs,"December 3, 2005","Ben lesser ""Ben""","Chesterfield , Mo USA","My mom makes me wear briefs, i dont mind them but i would rather wear something else because other kids give me a hard time about it most of the pantsing and wedgies in the locker room is in good fun but sometimes i get my head flushed in the toilet.  The briefs fit and feel great exept for when the waist band is up to my neck"
"B000J4FHF0:warm_jacket_&_fast_service:dao_pham_""little_bear""",B000J4FHF0,Brandon Thomas Women's Zip Front Faux Shearling Jacket: Apparel,apparel,,5.0,Warm Jacket & Fast Service,"March 23, 2007","Dao Pham ""Little Bear""","Lincoln, NE USA",I got this jacket around 5 days after ordering.  Fast service!  The jacket is warm and stylish.  Love it
B000J4FHF0:wonderful_jacket!!:fish_girl,B000J4FHF0,Brandon Thomas Women's Zip Front Faux Shearling Jacket: Apparel,apparel,1 of 1,5.0,wonderful jacket!!,"March 1, 2007",fish girl,"Jasper, IN","This is a real bargain. Pretty jacket with good quality and incredible price. The material is really good, medium warmth, and it looks like expensive coat! By far this is the cheapest winter jacket i have, with quality the same like my other jackets. Definitely will buy from the same brand again if they have model i like"
B000JNSSDE:heaven_for_feet:savannah,B000JNSSDE,Women's Velour Clog Slippers by ISOTONER: Apparel,apparel,,5.0,Heaven for feet,"March 31, 2007",Savannah,"Savannah, ga",You'll love these slippers! If only I could wear them to work..
"B000JNSSDE:red_hot_slippers.:morona_madsen_""featherjunky""",B000JNSSDE,Women's Velour Clog Slippers by ISOTONER: Apparel,apparel,,5.0,Red hot slippers.,"January 16, 2007","Morona Madsen ""featherjunky""","Loa, Utah","These were exactly what I wanted for my new daughter-in law.  The insole is cushy, the outer sole gives traction. The red is beautiful for Christmas. The velour looks elegant. They are easy to get into and slip off."
"B0009K5U2Y:never_received_my_order:etta_brown_""avid_reader_teacher""",B0009K5U2Y,Olga Women's Secret Hug Nylon Scoops Halfpant: Apparel,apparel,1 of 1,1.0,Never received my order,"November 11, 2006","Etta Brown ""avid reader teacher""","Charlotte, NC",I waited for months only to find out my order was not available.  Would have loved to have received it
"B0000E1QFT:pelican_case:big_al_""al""",B0000E1QFT,Pelican 1520 Watertight Hard Case with Pick 'N Pluck Foam: Apparel,apparel,,5.0,Pelican Case,"January 15, 2007","Big Al ""Al""","Portland, OR","Excellent product, very easy to customize. Very well designed and constructed. Won't regret ever"
B0000E1QFT:pelican_perfection:j._brennan,B0000E1QFT,Pelican 1520 Watertight Hard Case with Pick 'N Pluck Foam: Apparel,apparel,,5.0,Pelican perfection,"November 10, 2006",J. Brennan,Michigan,"There are several choices on the market for foam-filled cases, and some are cheaper than the Pelican, but in my experience, none have been so consistently high in quality. The integrity of O-rings, the durability of the latches and the color choices all made the decision to buy this Pelican a simple one. My company owns about a dozen in various sizes, and they are just great."
"B000EM3DVW:hot,_hot,_way_hot:danielle_lane",B000EM3DVW,Pinstripe Crotchless Panty w/Ruffle: Apparel,apparel,11 of 11,5.0,"Hot, Hot, Way Hot","January 14, 2007",Danielle Lane,"Horseshoe, North Carolina","""Ouch, I'm so hot you'll burn if you touch me."" That's how I feel when I have these oh so micro crotchless panties on. Hot, hot, way hot. I have not introduced these to my husband yet, but I think I can pretty much darn guarantee you he's gonna love 'em. Spread your legs in these and your guy's gonna get the message"
B000EM3DVW:these_almost-nothing-at-all_panties_really_set_off_a_girl's_body:tiffany_ann,B000EM3DVW,Pinstripe Crotchless Panty w/Ruffle: Apparel,apparel,11 of 11,5.0,These Almost-Nothing-At-All Panties Really Set off a Girl's Body,"January 14, 2007",Tiffany Ann,Black Diamond Bay,"I shot the heck out of my sister and her friends at our lingerie party as they tried on these panties. At first the girls wore different tops with them, sexy bras, skimpy tees, but after a bit I got them to shed those and I clicked away. Then it was my turn and the camera was clicking at me. Kind of thrilling. These almost-nothing-at-all panties really set off a girl's body in a photo"
"B000EM3DVW:sexier_than_naked:sara_""babe""_hackett",B000EM3DVW,Pinstripe Crotchless Panty w/Ruffle: Apparel,apparel,12 of 12,5.0,Sexier than Naked,"January 14, 2007","Sara ""Babe"" Hackett",from the Darkside,"I dare say these are just about the sexiest things I've ever worn. Oh I've had and have G-strings, have some pretty skimpy ones too. But a crotchless G-String, masqurading as a crotchless pantie, what a concept. Try going outside in a short skirt with nothing under it but these. Might as well be walking around naked under that skirt. But then again I've done that. However, wearing these panties slash G-string just seems sexier than naked"
B000COYKN2:backup_compass:patrick_stakem,B000COYKN2,Rothco Zipper Pull Compass: Apparel,apparel,,5.0,backup compass,"March 28, 2007",Patrick Stakem,Maryland,"a good backup compass, when knowing which way is north
is importand to getting back alive"
B000COYKN2:cool_and_useful:d_l,B000COYKN2,Rothco Zipper Pull Compass: Apparel,apparel,5 of 10,5.0,Cool and Useful,"March 13, 2006",D L,,This is a cool Gadget for a jacket or bag and useful too
B000EYDK7M:received_on_time:j._patterson,B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,,5.0,Received on time,"March 28, 2007",J. Patterson,Viet Nam,"I actually ordered these when out of the country, but am familiar with Birkenstocks.  I was just pleased that the price is what it was, and that I received it early at the address they were shipped to.  I still won't wear them until a few months (still overseas), but glad to know they'll be there when I finally do arrive. "
"B000EYDK7M:the_shoe_that_fits!:b._chan_""yellowrose""",B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,,5.0,The shoe that fits!,"March 23, 2007","B. Chan ""yellowrose""",TX,"Love these shoes!! Very comfy and good for your feet. Every orthopedist and podiatrist I know recommends these. Wears forever, the other pair I still have is still going after 5 years of continuous wear, but I needed to get one with a shinier leather finish for dress up days. I have really put the other pair through the ringer. Rain and puddles these come out perfect. I may just have the old pair retreaded and use them in rain and yard work. Don't leave home without your Birkies!"
B000EYDK7M:arizona_birk:loren_h._koppelman,B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,,5.0,Arizona Birk,"February 19, 2007",Loren H. Koppelman,Arizona and Minn.,"I have worn Arizona Birks for years.  I have Plantars Fascitiis and the arch support in these sandals is just what I need.  I wear them daily.  This is one of the best products for my condition, aside from the obvious benefit of wearing sandals"
B000EYDK7M:ware_these_everyday_except._._.:j._keeling,B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,,5.0,Ware these everyday except. . .,"February 6, 2007",J. Keeling,,"I ware the Arizona sandal in warm weather and the Boston Clog in cold weather. These Birkenstock shoes take some getting used to at first, but you soon find these are the most comfortable shoes you can put on your feet. Recommended to me by a doctor friend for my heel-spur-syndrome (worked for me), I now ware Birks, not sneekers, as my everyday shoe. There are places and functions where sandals and clogs are inappropriate. Most of us know where these places and events are"
"B000EYDK7M:they're_all_i_wear_(well,_on_my_feet,_anyway!).:t._b._crowder_""tomzoom""",B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,,5.0,"They're all I wear (well, on my feet, anyway!).","January 9, 2007","T. B. Crowder ""tomzoom""","Pensacola, FL USA","I have worn this particular style of Birks for over fifteen years now, and except for an occasional dress-up occasion, they are all I wear if the weather is warm. They mold to your feet, wear like iron, and your local shoe repair shop can give you a new set of soles for around $30.  This is the lowest price I have found except for a German site on ebay. Love 'em"
"B000EYDK7M:it's_all_i_wear:william_w._davis_""famousdavis""",B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,,5.0,It's all I wear,"December 27, 2006","William W. Davis ""famousdavis""","Boca Raton, FL USA","Briefly, I had a childhood accident 30+ years ago that caused arthritis in my foot.  Not bad, but a constant, nagging pain sensation that I learned to just live with.  Finally, I saw a podiatrist who referred me to a pedorthist to be fitted with footwear that could alleviate my pain.  I wound up with a pair of Birkenstock sandals and I've never turned back.

They're great.  No more foot pain, period.  I wear dress socks and the sandals to work everyday (in an office environment -- I got flack for that from co-workers, but the needling didn't bother me and management never took me to task, either), to church, everywhere.  I've a different pair of Birkies for the beach and lawn work -- not as comfortable as the suede uppers on these Arizona's.  The mocha suede straps have held up wonderfully despite getting wet and lightly soiled from time to time.

Admittedly, it's a lot of money to spend, but the shoe store my pedorthist works in re-soles the Birkies for about $30, and will replace the cork and sole both for about $50.  The re-soled sandals last about a year, but remember, I wear them daily and I often walk a few miles each day.

In short, these sandals have dramatically improved the quality of my life and foot arthritis is no longer any concern for me.  Not bad for a little more than $100"
"B000EYDK7M:great_sandals_:gabriela_cortes_""double_g""",B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,1 of 1,5.0,Great sandals ,"August 5, 2006","Gabriela Cortes ""Double G""","San Pedro, CA USA",I Bought these sandals for my husband and he loves them. His feet are happy. Its a very comfortable sandal it worth it's price
"B000EYDK7M:won't_even_try_anything_else!:karen_k._cole_""retired_in_alabama""",B000EYDK7M,Birkenstock Arizona Two Strap Sandal: Apparel,apparel,2 of 2,5.0,WON'T EVEN TRY ANYTHING ELSE!,"July 13, 2006","Karen K. Cole ""Retired in Alabama""","Pelham, AL","My husband purchased his first pair of Birkenstocks in a little town in New Mexico about 30 years ago.  He is now on his third pair and will not even try any other kind of Birkenstock or any other kind of sandal.  And, he would still be on his second pair if the new puppy hadn't chewed up the cork - they wear like iron, and according to my husband, get more comfortable with age. "
B000HZ65VG:perfect_fit:m._morgenstern,B000HZ65VG,"TOMMY HILFIGER Classic Boot-Cut Jean, Greenwich Vintage Wash: Apparel",apparel,,5.0,perfect fit,"January 28, 2007",M. morgenstern,,"I Love these Jeans. They fit me so well. What a convenience to be able to have them delivered to my home. Of course you must know your size,and the fact that I knew how they fit because I have another pair really helped"
B000660OV8:great_panties:panty_lover,B000660OV8,Tango Tango: Apparel,apparel,4 of 8,5.0,Great Panties,"March 24, 2006",panty lover,USA,I bought these panties for my 15 year old sister in law when I found out she liked thongs.  I got her 6 pairs because they are so cheap.  She has been begging me for more because they're the best panties she has ever had.  My wife bought some as well and she looks so great in them
B000660OV8:the_kind_of_under_stuff_women_were_meant_to_wear:jack_priest,B000660OV8,Tango Tango: Apparel,apparel,18 of 19,5.0,The Kind of Under Stuff Women Were Meant to Wear,"October 23, 2005",Jack Priest,"Reno, Nevada","What my gal Sara and her friends like about these panties is that they are worn low, way under the waist, so you can wear those low cut pants without your panties showing. What I liked about them is that they are just oh so bloody, stand out sexy. This is the kind of understuff women were meant to wear"
B000660OV8:tango_tanga_has_my_vote:stephanie_sane,B000660OV8,Tango Tango: Apparel,apparel,23 of 24,5.0,Tango Tanga has My Vote,"October 23, 2005",Stephanie Sane,from the Asylum,"I really feel good in these panties and they're so doggone inexpensive. They looked good, make you feel good when you see yourself in the mirror and girls, if you're starting to put on a few extra pounds, buy a few pair of these and wear them a lot. Look at yourself in the mirror a lot. You'll work hard at keeping the weight off, just so you can keep looking good in these fabulous panties. It's important to look good, important to feel good about yourself. Pretty underwear can help keep you thin if you just wear it, look at yourself in it and imagine the woman you want to be. Do that and it'll give you a little more resolve when you are confronted with donuts and coffee at work. For me it's celery and carrot sticks. People think I'm nuts. If they only knew what I wear under my clothes, then they wouldn't think it, they'd know it"
"B000660OV8:oooo,_so_cute_these_panties_are:ophella_paige",B000660OV8,Tango Tango: Apparel,apparel,15 of 16,5.0,"Oooo, So Cute these Panties Are","October 23, 2005",Ophella Paige,"Reno, Nevada","And at the $6.00 price I can afford a lot of them. They come in colors, one for every day of the week. I'll be wearing these a lot, they fit nicely, are comfortable, they are real low riders and they are just oh so cute, mega sexy too"
"B000660OV8:gotta_get_a_lot_of_these:sara_""babe""_hackett",B000660OV8,Tango Tango: Apparel,apparel,13 of 14,5.0,Gotta Get a Lot of These,"October 23, 2005","Sara ""Babe"" Hackett",from the Darkside,"These Tango Tanga panties just make you want to get up and dance, they are so, so sexy. Made of lacy nylon and spantex, they conform to your curves and you can hardly tell you have anything on at all. I like the low fit, I love the name, so catchy. Gotta get a lot of these"
